,record_id,label,classifier,querier,balancer,feature_extractor,training_set,time,note,tags,user_id
1087,3779,0,svm,max,balanced,tfidf,1087,1750427353.5158474,,,
1088,4817,0,svm,max,balanced,tfidf,1088,1750427353.540803,,,
1089,1499,0,svm,max,balanced,tfidf,1089,1750427353.5668206,,,
1090,5550,0,svm,max,balanced,tfidf,1090,1750427353.5912817,,,
1091,1708,0,svm,max,balanced,tfidf,1091,1750427353.6145852,,,
1092,6234,0,svm,max,balanced,tfidf,1092,1750427353.6384149,,,
1093,380,0,svm,max,balanced,tfidf,1093,1750427353.6612082,,,
1094,483,0,svm,max,balanced,tfidf,1094,1750427353.6865118,,,
1095,8178,0,svm,max,balanced,tfidf,1095,1750427353.7242177,,,
1096,4434,0,svm,max,balanced,tfidf,1096,1750427353.7618182,,,
1097,2757,0,svm,max,balanced,tfidf,1097,1750427353.792965,,,
1098,5254,0,svm,max,balanced,tfidf,1098,1750427353.8254006,,,
1099,5924,0,svm,max,balanced,tfidf,1099,1750427353.8580544,,,
1100,8127,0,svm,max,balanced,tfidf,1100,1750427353.8874414,,,
1101,1876,0,svm,max,balanced,tfidf,1101,1750427353.9205568,,,
1102,3116,0,svm,max,balanced,tfidf,1102,1750427353.9547071,,,
1103,2113,0,svm,max,balanced,tfidf,1103,1750427353.9888284,,,
1104,8014,0,svm,max,balanced,tfidf,1104,1750427354.0243485,,,
1105,2029,0,svm,max,balanced,tfidf,1105,1750427354.0697756,,,
1106,6829,0,svm,max,balanced,tfidf,1106,1750427354.12965,,,
1107,311,0,svm,max,balanced,tfidf,1107,1750427354.1874375,,,
1108,8583,0,svm,max,balanced,tfidf,1108,1750427354.27109,,,
1109,1914,0,svm,max,balanced,tfidf,1109,1750427354.3244398,,,
1110,990,0,svm,max,balanced,tfidf,1110,1750427354.3835742,,,
1111,3743,0,svm,max,balanced,tfidf,1111,1750427354.4333591,,,
1112,8248,0,svm,max,balanced,tfidf,1112,1750427354.5042987,,,
1113,3344,0,svm,max,balanced,tfidf,1113,1750427354.5615253,,,
1114,8681,0,svm,max,balanced,tfidf,1114,1750427354.6202128,,,
1115,474,0,svm,max,balanced,tfidf,1115,1750427354.6613164,,,
1116,8727,0,svm,max,balanced,tfidf,1116,1750427354.7112129,,,
1117,4825,0,svm,max,balanced,tfidf,1117,1750427354.7494528,,,
1118,3804,0,svm,max,balanced,tfidf,1118,1750427354.7881987,,,
1119,4440,0,svm,max,balanced,tfidf,1119,1750427354.8192205,,,
1120,8054,0,svm,max,balanced,tfidf,1120,1750427354.8578973,,,
1121,2871,0,svm,max,balanced,tfidf,1121,1750427354.888741,,,
1122,5137,0,svm,max,balanced,tfidf,1122,1750427354.922214,,,
1123,4878,0,svm,max,balanced,tfidf,1123,1750427354.955549,,,
1124,2488,0,svm,max,balanced,tfidf,1124,1750427354.9870334,,,
1125,5087,0,svm,max,balanced,tfidf,1125,1750427355.020585,,,
1126,4160,0,svm,max,balanced,tfidf,1126,1750427355.0495868,,,
1127,2173,0,svm,max,balanced,tfidf,1127,1750427355.0779002,,,
1128,5296,0,svm,max,balanced,tfidf,1128,1750427355.11445,,,
1129,831,0,svm,max,balanced,tfidf,1129,1750427355.1440039,,,
1130,4521,0,svm,max,balanced,tfidf,1130,1750427355.1771195,,,
1131,7983,0,svm,max,balanced,tfidf,1131,1750427355.2111528,,,
1132,1213,0,svm,max,balanced,tfidf,1132,1750427355.2481787,,,
1133,2912,0,svm,max,balanced,tfidf,1133,1750427355.2752757,,,
1134,7664,0,svm,max,balanced,tfidf,1134,1750427355.3033607,,,
1135,3376,0,svm,max,balanced,tfidf,1135,1750427355.3374715,,,
1136,7274,0,svm,max,balanced,tfidf,1136,1750427355.3653102,,,
1137,1977,0,svm,max,balanced,tfidf,1137,1750427355.3895383,,,
1138,3442,0,svm,max,balanced,tfidf,1138,1750427355.421472,,,
1139,4522,0,svm,max,balanced,tfidf,1139,1750427355.450175,,,
1140,3175,0,svm,max,balanced,tfidf,1140,1750427355.4774232,,,
1141,1332,0,svm,max,balanced,tfidf,1141,1750427355.5027525,,,
1142,8650,0,svm,max,balanced,tfidf,1142,1750427355.5294127,,,
1143,1475,0,svm,max,balanced,tfidf,1143,1750427355.5555382,,,
1144,1154,0,svm,max,balanced,tfidf,1144,1750427355.5814202,,,
1145,1134,0,svm,max,balanced,tfidf,1145,1750427355.6089983,,,
1146,6968,0,svm,max,balanced,tfidf,1146,1750427355.6335835,,,
1147,7522,0,svm,max,balanced,tfidf,1147,1750427355.6561346,,,
1148,3291,0,svm,max,balanced,tfidf,1148,1750427355.6803515,,,
1149,1856,0,svm,max,balanced,tfidf,1149,1750427355.7067833,,,
1150,222,0,svm,max,balanced,tfidf,1150,1750427355.7284737,,,
1151,6361,0,svm,max,balanced,tfidf,1151,1750427355.749631,,,
1152,6242,0,svm,max,balanced,tfidf,1152,1750427355.7711935,,,
1153,8479,0,svm,max,balanced,tfidf,1153,1750427355.7957773,,,
1154,699,0,svm,max,balanced,tfidf,1154,1750427355.8203363,,,
1155,2832,0,svm,max,balanced,tfidf,1155,1750427355.84118,,,
1156,7397,0,svm,max,balanced,tfidf,1156,1750427355.8642924,,,
1157,4333,0,svm,max,balanced,tfidf,1157,1750427355.8930886,,,
1158,7928,0,svm,max,balanced,tfidf,1158,1750427355.9176116,,,
1159,1992,0,svm,max,balanced,tfidf,1159,1750427355.939135,,,
1160,887,0,svm,max,balanced,tfidf,1160,1750427355.9614275,,,
1161,5107,0,svm,max,balanced,tfidf,1161,1750427355.982573,,,
1162,3934,0,svm,max,balanced,tfidf,1162,1750427356.0066426,,,
1163,5497,0,svm,max,balanced,tfidf,1163,1750427356.0308843,,,
1164,3472,0,svm,max,balanced,tfidf,1164,1750427356.0569546,,,
1165,406,0,svm,max,balanced,tfidf,1165,1750427356.0800333,,,
1166,5447,0,svm,max,balanced,tfidf,1166,1750427356.1066751,,,
1167,4696,0,svm,max,balanced,tfidf,1167,1750427356.1334808,,,
1168,5725,0,svm,max,balanced,tfidf,1168,1750427356.160696,,,
1169,4709,0,svm,max,balanced,tfidf,1169,1750427356.1807797,,,
1170,1043,0,svm,max,balanced,tfidf,1170,1750427356.2044256,,,
1171,3455,0,svm,max,balanced,tfidf,1171,1750427356.2329812,,,
1172,1681,0,svm,max,balanced,tfidf,1172,1750427356.2641768,,,
1173,3178,0,svm,max,balanced,tfidf,1173,1750427356.2892358,,,
1174,6427,0,svm,max,balanced,tfidf,1174,1750427356.3131971,,,
1175,7076,0,svm,max,balanced,tfidf,1175,1750427356.337852,,,
1176,5677,0,svm,max,balanced,tfidf,1176,1750427356.3617046,,,
1177,5455,0,svm,max,balanced,tfidf,1177,1750427356.3857224,,,
1178,4023,0,svm,max,balanced,tfidf,1178,1750427356.4132767,,,
1179,5474,0,svm,max,balanced,tfidf,1179,1750427356.4391286,,,
1180,5398,0,svm,max,balanced,tfidf,1180,1750427356.4640412,,,
1181,5732,0,svm,max,balanced,tfidf,1181,1750427356.490761,,,
1182,4830,0,svm,max,balanced,tfidf,1182,1750427356.5160575,,,
1183,1721,0,svm,max,balanced,tfidf,1183,1750427356.5373054,,,
1184,5399,0,svm,max,balanced,tfidf,1184,1750427356.5602562,,,
1185,4735,0,svm,max,balanced,tfidf,1185,1750427356.5864217,,,
1186,867,0,svm,max,balanced,tfidf,1186,1750427356.6159172,,,
1187,6983,0,svm,max,balanced,tfidf,1187,1750427356.636751,,,
1188,1971,0,svm,max,balanced,tfidf,1188,1750427356.658134,,,
1189,1921,0,svm,max,balanced,tfidf,1189,1750427356.6806388,,,
1190,2646,0,svm,max,balanced,tfidf,1190,1750427356.7034962,,,
1191,511,0,svm,max,balanced,tfidf,1191,1750427356.7269952,,,
1192,6221,0,svm,max,balanced,tfidf,1192,1750427356.7528622,,,
1193,85,0,svm,max,balanced,tfidf,1193,1750427356.7742674,,,
1194,4930,0,svm,max,balanced,tfidf,1194,1750427356.7960165,,,
1195,3305,0,svm,max,balanced,tfidf,1195,1750427356.819234,,,
1196,5350,0,svm,max,balanced,tfidf,1196,1750427356.845525,,,
1197,3574,0,svm,max,balanced,tfidf,1197,1750427356.871988,,,
1198,8544,0,svm,max,balanced,tfidf,1198,1750427356.9036562,,,
1199,5954,0,svm,max,balanced,tfidf,1199,1750427356.9356184,,,
1200,8171,0,svm,max,balanced,tfidf,1200,1750427356.9665122,,,
1201,2730,0,svm,max,balanced,tfidf,1201,1750427356.9952745,,,
1202,5736,0,svm,max,balanced,tfidf,1202,1750427357.0250869,,,
1203,1894,0,svm,max,balanced,tfidf,1203,1750427357.0524352,,,
1204,921,0,svm,max,balanced,tfidf,1204,1750427357.0802317,,,
1205,2548,0,svm,max,balanced,tfidf,1205,1750427357.101249,,,
1206,1075,0,svm,max,balanced,tfidf,1206,1750427357.1253,,,
1207,5577,0,svm,max,balanced,tfidf,1207,1750427357.148495,,,
1208,1581,0,svm,max,balanced,tfidf,1208,1750427357.1712677,,,
1209,7634,0,svm,max,balanced,tfidf,1209,1750427357.1991737,,,
1210,3073,0,svm,max,balanced,tfidf,1210,1750427357.2255342,,,
1211,1262,0,svm,max,balanced,tfidf,1211,1750427357.2485967,,,
1212,4631,0,svm,max,balanced,tfidf,1212,1750427357.2728553,,,
1213,1112,0,svm,max,balanced,tfidf,1213,1750427357.297275,,,
1214,8779,0,svm,max,balanced,tfidf,1214,1750427357.3298292,,,
1215,2435,0,svm,max,balanced,tfidf,1215,1750427357.356794,,,
1216,700,0,svm,max,balanced,tfidf,1216,1750427357.3817608,,,
1217,2920,0,svm,max,balanced,tfidf,1217,1750427357.406967,,,
1218,829,0,svm,max,balanced,tfidf,1218,1750427357.4356484,,,
1219,6791,0,svm,max,balanced,tfidf,1219,1750427357.4619894,,,
1220,1439,0,svm,max,balanced,tfidf,1220,1750427357.4833214,,,
1221,329,0,svm,max,balanced,tfidf,1221,1750427357.5080683,,,
1222,3706,0,svm,max,balanced,tfidf,1222,1750427357.537659,,,
1223,4861,0,svm,max,balanced,tfidf,1223,1750427357.5607436,,,
1224,6965,0,svm,max,balanced,tfidf,1224,1750427357.586619,,,
1225,4490,0,svm,max,balanced,tfidf,1225,1750427357.6168184,,,
1226,7923,0,svm,max,balanced,tfidf,1226,1750427357.6467576,,,
1227,1103,0,svm,max,balanced,tfidf,1227,1750427357.6706243,,,
1228,4164,0,svm,max,balanced,tfidf,1228,1750427357.6932182,,,
1229,765,0,svm,max,balanced,tfidf,1229,1750427357.7182481,,,
1230,6045,0,svm,max,balanced,tfidf,1230,1750427357.7462134,,,
1231,7848,0,svm,max,balanced,tfidf,1231,1750427357.7683825,,,
1232,5960,0,svm,max,balanced,tfidf,1232,1750427357.7938883,,,
1233,2836,0,svm,max,balanced,tfidf,1233,1750427357.8218117,,,
1234,4779,0,svm,max,balanced,tfidf,1234,1750427357.8479753,,,
1235,3144,0,svm,max,balanced,tfidf,1235,1750427357.8737137,,,
1236,856,0,svm,max,balanced,tfidf,1236,1750427357.8980644,,,
1237,4607,0,svm,max,balanced,tfidf,1237,1750427357.9272351,,,
1238,8685,0,svm,max,balanced,tfidf,1238,1750427357.9549086,,,
1239,6768,0,svm,max,balanced,tfidf,1239,1750427357.9812663,,,
1240,4646,0,svm,max,balanced,tfidf,1240,1750427358.0043895,,,
1241,5858,0,svm,max,balanced,tfidf,1241,1750427358.0285983,,,
1242,4393,0,svm,max,balanced,tfidf,1242,1750427358.055918,,,
1243,6624,0,svm,max,balanced,tfidf,1243,1750427358.0815806,,,
1244,218,0,svm,max,balanced,tfidf,1244,1750427358.1054027,,,
1245,3772,0,svm,max,balanced,tfidf,1245,1750427358.1316795,,,
1246,6535,0,svm,max,balanced,tfidf,1246,1750427358.1634343,,,
1247,972,0,svm,max,balanced,tfidf,1247,1750427358.1918678,,,
1248,1817,0,svm,max,balanced,tfidf,1248,1750427358.2163808,,,
1249,624,0,svm,max,balanced,tfidf,1249,1750427358.2404718,,,
1250,2230,0,svm,max,balanced,tfidf,1250,1750427358.2673817,,,
1251,6547,0,svm,max,balanced,tfidf,1251,1750427358.2902277,,,
1252,7725,0,svm,max,balanced,tfidf,1252,1750427358.317742,,,
1253,6867,0,svm,max,balanced,tfidf,1253,1750427358.348234,,,
1254,4761,0,svm,max,balanced,tfidf,1254,1750427358.3786368,,,
1255,434,0,svm,max,balanced,tfidf,1255,1750427358.4217854,,,
1256,7665,0,svm,max,balanced,tfidf,1256,1750427358.4630384,,,
1257,7202,0,svm,max,balanced,tfidf,1257,1750427358.4980047,,,
1258,7114,0,svm,max,balanced,tfidf,1258,1750427358.532879,,,
1259,8093,0,svm,max,balanced,tfidf,1259,1750427358.564605,,,
1260,6405,0,svm,max,balanced,tfidf,1260,1750427358.593131,,,
1261,2645,0,svm,max,balanced,tfidf,1261,1750427358.6238697,,,
1262,3347,0,svm,max,balanced,tfidf,1262,1750427358.656641,,,
1263,8089,0,svm,max,balanced,tfidf,1263,1750427358.6850042,,,
1264,1744,0,svm,max,balanced,tfidf,1264,1750427358.719319,,,
1265,2206,0,svm,max,balanced,tfidf,1265,1750427358.7519386,,,
1266,7865,0,svm,max,balanced,tfidf,1266,1750427358.786099,,,
1267,859,0,svm,max,balanced,tfidf,1267,1750427358.811692,,,
1268,5306,0,svm,max,balanced,tfidf,1268,1750427358.8446324,,,
1269,392,0,svm,max,balanced,tfidf,1269,1750427358.8780308,,,
1270,3495,0,svm,max,balanced,tfidf,1270,1750427358.9073186,,,
1271,8545,0,svm,max,balanced,tfidf,1271,1750427358.9358323,,,
1272,3754,0,svm,max,balanced,tfidf,1272,1750427358.9656494,,,
1273,8550,0,svm,max,balanced,tfidf,1273,1750427358.9953365,,,
1274,3589,0,svm,max,balanced,tfidf,1274,1750427359.0235777,,,
1275,3813,0,svm,max,balanced,tfidf,1275,1750427359.0593183,,,
1276,8374,0,svm,max,balanced,tfidf,1276,1750427359.0880013,,,
1277,956,0,svm,max,balanced,tfidf,1277,1750427359.1145787,,,
1278,4389,0,svm,max,balanced,tfidf,1278,1750427359.1428833,,,
1279,5322,0,svm,max,balanced,tfidf,1279,1750427359.1743848,,,
1280,2020,0,svm,max,balanced,tfidf,1280,1750427359.2026904,,,
1281,7282,0,svm,max,balanced,tfidf,1281,1750427359.2290652,,,
1282,2556,0,svm,max,balanced,tfidf,1282,1750427359.2553325,,,
1283,1461,0,svm,max,balanced,tfidf,1283,1750427359.275215,,,
1284,5340,0,svm,max,balanced,tfidf,1284,1750427359.2989829,,,
1285,3337,0,svm,max,balanced,tfidf,1285,1750427359.3227162,,,
1286,3331,0,svm,max,balanced,tfidf,1286,1750427359.3462307,,,
1287,1558,0,svm,max,balanced,tfidf,1287,1750427359.3673933,,,
1288,4090,0,svm,max,balanced,tfidf,1288,1750427359.3900023,,,
1289,2841,0,svm,max,balanced,tfidf,1289,1750427359.4122286,,,
1290,5522,0,svm,max,balanced,tfidf,1290,1750427359.4351625,,,
1291,2082,0,svm,max,balanced,tfidf,1291,1750427359.4574172,,,
1292,7561,0,svm,max,balanced,tfidf,1292,1750427359.4810517,,,
1293,183,0,svm,max,balanced,tfidf,1293,1750427359.5043952,,,
1294,7752,0,svm,max,balanced,tfidf,1294,1750427359.5287488,,,
1295,3497,0,svm,max,balanced,tfidf,1295,1750427359.5519304,,,
1296,5227,0,svm,max,balanced,tfidf,1296,1750427359.576129,,,
1297,1954,0,svm,max,balanced,tfidf,1297,1750427359.600386,,,
1298,7139,0,svm,max,balanced,tfidf,1298,1750427359.6239347,,,
1299,4356,0,svm,max,balanced,tfidf,1299,1750427359.6469445,,,
1300,3715,0,svm,max,balanced,tfidf,1300,1750427359.6688843,,,
1301,7117,0,svm,max,balanced,tfidf,1301,1750427359.6990044,,,
1302,3310,0,svm,max,balanced,tfidf,1302,1750427359.7327435,,,
1303,7402,0,svm,max,balanced,tfidf,1303,1750427359.7669613,,,
1304,6644,0,svm,max,balanced,tfidf,1304,1750427359.795792,,,
1305,1577,0,svm,max,balanced,tfidf,1305,1750427359.82,,,
1306,1293,0,svm,max,balanced,tfidf,1306,1750427359.8454082,,,
1307,8268,0,svm,max,balanced,tfidf,1307,1750427359.8740277,,,
1308,8480,0,svm,max,balanced,tfidf,1308,1750427359.9041805,,,
1309,2461,0,svm,max,balanced,tfidf,1309,1750427359.935214,,,
1310,6098,0,svm,max,balanced,tfidf,1310,1750427359.9614747,,,
1311,354,0,svm,max,balanced,tfidf,1311,1750427359.9888027,,,
1312,5008,0,svm,max,balanced,tfidf,1312,1750427360.0170994,,,
1313,863,0,svm,max,balanced,tfidf,1313,1750427360.0419421,,,
1314,929,0,svm,max,balanced,tfidf,1314,1750427360.0704837,,,
1315,7843,0,svm,max,balanced,tfidf,1315,1750427360.0982647,,,
1316,8010,0,svm,max,balanced,tfidf,1316,1750427360.1244996,,,
1317,6201,0,svm,max,balanced,tfidf,1317,1750427360.1503067,,,
1318,8361,0,svm,max,balanced,tfidf,1318,1750427360.1769242,,,
1319,8172,0,svm,max,balanced,tfidf,1319,1750427360.2019203,,,
1320,5021,0,svm,max,balanced,tfidf,1320,1750427360.2277114,,,
1321,7899,0,svm,max,balanced,tfidf,1321,1750427360.2530382,,,
1322,904,0,svm,max,balanced,tfidf,1322,1750427360.2783005,,,
1323,8028,0,svm,max,balanced,tfidf,1323,1750427360.3061125,,,
1324,7769,0,svm,max,balanced,tfidf,1324,1750427360.3320742,,,
1325,5214,0,svm,max,balanced,tfidf,1325,1750427360.3582447,,,
1326,825,0,svm,max,balanced,tfidf,1326,1750427360.3849034,,,
1327,2518,0,svm,max,balanced,tfidf,1327,1750427360.410775,,,
1328,7026,0,svm,max,balanced,tfidf,1328,1750427360.435208,,,
1329,3379,0,svm,max,balanced,tfidf,1329,1750427360.4583716,,,
1330,6092,0,svm,max,balanced,tfidf,1330,1750427360.4820914,,,
1331,246,0,svm,max,balanced,tfidf,1331,1750427360.508766,,,
1332,1841,0,svm,max,balanced,tfidf,1332,1750427360.5323067,,,
1333,7738,0,svm,max,balanced,tfidf,1333,1750427360.5568585,,,
1334,3109,0,svm,max,balanced,tfidf,1334,1750427360.5808115,,,
1335,2260,0,svm,max,balanced,tfidf,1335,1750427360.6071055,,,
1336,6154,0,svm,max,balanced,tfidf,1336,1750427360.6329656,,,
1337,4355,0,svm,max,balanced,tfidf,1337,1750427360.6601741,,,
1338,5161,0,svm,max,balanced,tfidf,1338,1750427360.686624,,,
1339,7060,0,svm,max,balanced,tfidf,1339,1750427360.713732,,,
1340,5727,0,svm,max,balanced,tfidf,1340,1750427360.7435806,,,
1341,4226,0,svm,max,balanced,tfidf,1341,1750427360.7701714,,,
1342,2790,0,svm,max,balanced,tfidf,1342,1750427360.7943275,,,
1343,8,0,svm,max,balanced,tfidf,1343,1750427360.8170536,,,
1344,2898,0,svm,max,balanced,tfidf,1344,1750427360.8414667,,,
1345,974,0,svm,max,balanced,tfidf,1345,1750427360.8657746,,,
1346,3400,0,svm,max,balanced,tfidf,1346,1750427360.890927,,,
1347,8434,0,svm,max,balanced,tfidf,1347,1750427360.9157636,,,
1348,1550,0,svm,max,balanced,tfidf,1348,1750427360.9399028,,,
1349,7463,0,svm,max,balanced,tfidf,1349,1750427360.9667072,,,
1350,6038,0,svm,max,balanced,tfidf,1350,1750427360.991246,,,
1351,335,0,svm,max,balanced,tfidf,1351,1750427361.0173788,,,
1352,8139,0,svm,max,balanced,tfidf,1352,1750427361.038227,,,
1353,5288,0,svm,max,balanced,tfidf,1353,1750427361.0620987,,,
1354,182,0,svm,max,balanced,tfidf,1354,1750427361.0865316,,,
1355,6929,0,svm,max,balanced,tfidf,1355,1750427361.110025,,,
1356,6924,0,svm,max,balanced,tfidf,1356,1750427361.1337526,,,
1357,5604,0,svm,max,balanced,tfidf,1357,1750427361.1561093,,,
1358,969,0,svm,max,balanced,tfidf,1358,1750427361.176798,,,
1359,834,0,svm,max,balanced,tfidf,1359,1750427361.2017548,,,
1360,2121,0,svm,max,balanced,tfidf,1360,1750427361.2264216,,,
1361,6887,0,svm,max,balanced,tfidf,1361,1750427361.2460163,,,
1362,6402,0,svm,max,balanced,tfidf,1362,1750427361.2694352,,,
1363,5385,0,svm,max,balanced,tfidf,1363,1750427361.2912807,,,
1364,232,0,svm,max,balanced,tfidf,1364,1750427361.3194845,,,
1365,5534,0,svm,max,balanced,tfidf,1365,1750427361.3447776,,,
1366,565,0,svm,max,balanced,tfidf,1366,1750427361.3681762,,,
1367,5759,0,svm,max,balanced,tfidf,1367,1750427361.3913417,,,
1368,8063,0,svm,max,balanced,tfidf,1368,1750427361.4128587,,,
1369,1840,0,svm,max,balanced,tfidf,1369,1750427361.4353447,,,
1370,1981,0,svm,max,balanced,tfidf,1370,1750427361.4590394,,,
1371,7023,0,svm,max,balanced,tfidf,1371,1750427361.4836085,,,
1372,355,0,svm,max,balanced,tfidf,1372,1750427361.509837,,,
1373,7145,0,svm,max,balanced,tfidf,1373,1750427361.533895,,,
1374,3077,0,svm,max,balanced,tfidf,1374,1750427361.5606616,,,
1375,5459,0,svm,max,balanced,tfidf,1375,1750427361.5883548,,,
1376,2791,0,svm,max,balanced,tfidf,1376,1750427361.6130826,,,
1377,3526,0,svm,max,balanced,tfidf,1377,1750427361.6377115,,,
1378,7597,0,svm,max,balanced,tfidf,1378,1750427361.6606855,,,
1379,3382,0,svm,max,balanced,tfidf,1379,1750427361.6861172,,,
1380,2416,0,svm,max,balanced,tfidf,1380,1750427361.710955,,,
1381,3775,0,svm,max,balanced,tfidf,1381,1750427361.73222,,,
1382,8474,0,svm,max,balanced,tfidf,1382,1750427361.7549791,,,
1383,2808,0,svm,max,balanced,tfidf,1383,1750427361.7771504,,,
1384,2236,0,svm,max,balanced,tfidf,1384,1750427361.8002596,,,
1385,6436,0,svm,max,balanced,tfidf,1385,1750427361.8235898,,,
1386,3870,0,svm,max,balanced,tfidf,1386,1750427361.8484704,,,
1387,64,0,svm,max,balanced,tfidf,1387,1750427361.8705509,,,
1388,8626,0,svm,max,balanced,tfidf,1388,1750427361.8945954,,,
1389,5548,0,svm,max,balanced,tfidf,1389,1750427361.92126,,,
1390,4910,0,svm,max,balanced,tfidf,1390,1750427361.945576,,,
1391,4325,0,svm,max,balanced,tfidf,1391,1750427361.973008,,,
1392,2942,0,svm,max,balanced,tfidf,1392,1750427361.9970584,,,
1393,4769,0,svm,max,balanced,tfidf,1393,1750427362.019822,,,
1394,7101,0,svm,max,balanced,tfidf,1394,1750427362.0442367,,,
1395,5036,0,svm,max,balanced,tfidf,1395,1750427362.0690222,,,
1396,3796,0,svm,max,balanced,tfidf,1396,1750427362.0906503,,,
1397,4263,0,svm,max,balanced,tfidf,1397,1750427362.1142092,,,
1398,2960,0,svm,max,balanced,tfidf,1398,1750427362.1366408,,,
1399,5639,0,svm,max,balanced,tfidf,1399,1750427362.1610565,,,
1400,1266,0,svm,max,balanced,tfidf,1400,1750427362.1881826,,,
1401,8131,0,svm,max,balanced,tfidf,1401,1750427362.2118459,,,
1402,2292,0,svm,max,balanced,tfidf,1402,1750427362.2359326,,,
1403,2593,0,svm,max,balanced,tfidf,1403,1750427362.2589514,,,
1404,872,0,svm,max,balanced,tfidf,1404,1750427362.2841792,,,
1405,1544,0,svm,max,balanced,tfidf,1405,1750427362.3080573,,,
1406,8611,0,svm,max,balanced,tfidf,1406,1750427362.3324952,,,
1407,7224,0,svm,max,balanced,tfidf,1407,1750427362.3567076,,,
1408,6507,0,svm,max,balanced,tfidf,1408,1750427362.380371,,,
1409,6413,0,svm,max,balanced,tfidf,1409,1750427362.4068398,,,
1410,6338,0,svm,max,balanced,tfidf,1410,1750427362.4304652,,,
1411,6567,0,svm,max,balanced,tfidf,1411,1750427362.4542181,,,
1412,3843,0,svm,max,balanced,tfidf,1412,1750427362.4789412,,,
1413,8682,0,svm,max,balanced,tfidf,1413,1750427362.4997215,,,
1414,4678,0,svm,max,balanced,tfidf,1414,1750427362.5259147,,,
1415,2971,0,svm,max,balanced,tfidf,1415,1750427362.551387,,,
1416,7416,0,svm,max,balanced,tfidf,1416,1750427362.5759957,,,
1417,1667,0,svm,max,balanced,tfidf,1417,1750427362.5998435,,,
1418,7888,0,svm,max,balanced,tfidf,1418,1750427362.6222515,,,
1419,7940,0,svm,max,balanced,tfidf,1419,1750427362.6462386,,,
1420,6568,0,svm,max,balanced,tfidf,1420,1750427362.6689303,,,
1421,5584,0,svm,max,balanced,tfidf,1421,1750427362.6953812,,,
1422,8256,0,svm,max,balanced,tfidf,1422,1750427362.719059,,,
1423,339,0,svm,max,balanced,tfidf,1423,1750427362.743841,,,
1424,5899,0,svm,max,balanced,tfidf,1424,1750427362.769456,,,
1425,5143,0,svm,max,balanced,tfidf,1425,1750427362.7949417,,,
1426,4971,0,svm,max,balanced,tfidf,1426,1750427362.820264,,,
1427,8457,0,svm,max,balanced,tfidf,1427,1750427362.8457341,,,
1428,8126,0,svm,max,balanced,tfidf,1428,1750427362.8710268,,,
1429,5808,0,svm,max,balanced,tfidf,1429,1750427362.8977652,,,
1430,1239,0,svm,max,balanced,tfidf,1430,1750427362.9243503,,,
1431,6686,0,svm,max,balanced,tfidf,1431,1750427362.9491334,,,
1432,8292,0,svm,max,balanced,tfidf,1432,1750427362.9734015,,,
1433,2140,0,svm,max,balanced,tfidf,1433,1750427362.997419,,,
1434,2093,0,svm,max,balanced,tfidf,1434,1750427363.0234642,,,
1435,5668,0,svm,max,balanced,tfidf,1435,1750427363.0546222,,,
1436,7154,0,svm,max,balanced,tfidf,1436,1750427363.0808115,,,
1437,1767,0,svm,max,balanced,tfidf,1437,1750427363.1063657,,,
1438,1292,0,svm,max,balanced,tfidf,1438,1750427363.131799,,,
1439,225,0,svm,max,balanced,tfidf,1439,1750427363.155203,,,
1440,1329,0,svm,max,balanced,tfidf,1440,1750427363.1799097,,,
1441,950,0,svm,max,balanced,tfidf,1441,1750427363.205537,,,
1442,4592,0,svm,max,balanced,tfidf,1442,1750427363.2338305,,,
1443,359,0,svm,max,balanced,tfidf,1443,1750427363.2616057,,,
1444,1523,0,svm,max,balanced,tfidf,1444,1750427363.2955573,,,
1445,119,0,svm,max,balanced,tfidf,1445,1750427363.3264914,,,
1446,8665,0,svm,max,balanced,tfidf,1446,1750427363.3541718,,,
1447,5495,0,svm,max,balanced,tfidf,1447,1750427363.382735,,,
1448,2080,0,svm,max,balanced,tfidf,1448,1750427363.4117033,,,
1449,531,0,svm,max,balanced,tfidf,1449,1750427363.440058,,,
1450,3773,0,svm,max,balanced,tfidf,1450,1750427363.4669306,,,
1451,5303,0,svm,max,balanced,tfidf,1451,1750427363.493806,,,
1452,1865,0,svm,max,balanced,tfidf,1452,1750427363.5208704,,,
1453,7473,0,svm,max,balanced,tfidf,1453,1750427363.5472696,,,
1454,5169,0,svm,max,balanced,tfidf,1454,1750427363.5755286,,,
1455,6339,0,svm,max,balanced,tfidf,1455,1750427363.6047304,,,
1456,1738,0,svm,max,balanced,tfidf,1456,1750427363.6332064,,,
1457,8530,0,svm,max,balanced,tfidf,1457,1750427363.6612818,,,
1458,3939,0,svm,max,balanced,tfidf,1458,1750427363.6877706,,,
1459,7240,0,svm,max,balanced,tfidf,1459,1750427363.7155771,,,
1460,3433,0,svm,max,balanced,tfidf,1460,1750427363.7441034,,,
1461,7747,0,svm,max,balanced,tfidf,1461,1750427363.772099,,,
1462,2587,0,svm,max,balanced,tfidf,1462,1750427363.7996824,,,
1463,3729,0,svm,max,balanced,tfidf,1463,1750427363.8282619,,,
1464,8676,0,svm,max,balanced,tfidf,1464,1750427363.8550963,,,
1465,2200,0,svm,max,balanced,tfidf,1465,1750427363.8826287,,,
1466,4233,0,svm,max,balanced,tfidf,1466,1750427363.9119937,,,
